subject_id,Country,State/Province,County,Location,Minimum Elevation,Maximum Elevation,Main Dropdown,Latitude ⁰,Latitude ',Latitude '',Longitude ⁰,Longitude ',Longitude '',"Primary Collector (*Last*, *First* *Middle*)",Other Collectors (as written),Collector Number  (numeric only),Collector Number (verbatim),Month #1,Day #1,Year #1,Month #2,Day #2,Year #2,subject_image_name,subject_nybg_bar_code,subject_resolved_name,subject_qr_code
16193038,Venezuela (Bolivarian Republic of),Carabobo,Mora,"Municipio Autonomo Mora, Cuenca hidrográfica del rio Morón, La Justa, Bosque de galeria, A lo largo del Rio Morón",200,250,meters,10,17,28 N,- 68,10,16 E,"Diaz, W.",W. Jimenez,412,,7 - July,22,1991,7 - July,23,1991,R0001041.JPG,NYBG 3196910,Macrolobium floridum,7656fe81-b608-44fb-8297-1a83d5a9014e
16193039,Venezuela (Bolivarian Republic of),Amazonas,Atabapo,"Rio Atabapo, Territorio Amazonas. Between mouth of Cano Temi and Manacal.",125,140,meters,,,,,,,"Wurdack, J. J.",L. S. Adderley,42941,,6 - June,11,1959,,,,R0001040.JPG,NYBG 3196909,Macrolobium evenulosum,76c35f86-0390-4c69-af59-5dcc4c14aa11
16193040,Ecuador,Pastaza,,"Carretera de Petro-Canada en construcción. Vía Auca, 115 km al sur de Coca, 5 km al sur del Río Tigüino.",320,,meters,01,15 S,,- 76,55 W,,"Zak, Vlastimil",,4121,,3 - March,1,1989,3 - March,6,1989,R0001039.JPG,NYBG 3196908,Macrolobium gracile,76e00cca-a833-4027-98fc-aca6e44e379a
16193041,Colombia,Caquetá,,Región de Araracuara. Alrededores de la pista aérea.,200,300,meters,- 0,25,,- 72,30,,"Restrepo, Diego",Anibal Matapi,444,,9 - September,11,1991,,,,R0001036.JPG,NYBG 3196907,Macrolobium discolor,772cf685-7784-4c43-a6dc-05822febbcf8
16193042,Guyana,,,Pakaraima Mtns; upper Ireng River; 1-2 km up stream from Catch-a-Cow.,305,,meters,05,00 N,,59,58 W,,"Mutchnick, P.","T. Henkel, R. Williams",53,,10 - October,16,1994,,,,R0001031.JPG,NYBG 3196906,Macrolobium bifolium,77908eb0-0a07-44cd-b7fb-07ff92d5f8bf
16193043,Ecuador,Sucumbios,Shushufindi,Comunidad San Isla. Línea Oleoducto Eden-Yuturi - Lago Agrio OXY. Bosque Primario. Derecho de Vía.,245,,meters,- 0,20,15,- 76,20,01,"Friere, Efraín",I. Suárez,5081,,2 - February,Not Shown,2002,Not shown,Not shown,2005,R0001030.JPG,NYBG 3196905,Macrolobium archeri,77ae0904-b41a-4f65-a0ea-e8a44174aba6
16193044,Venezuela (Bolivarian Republic of),Bolivar,Piar,"Amaruay-tepui. Steep slope on W side of tepui up to wall. Forest (20 to 30 m tall trees), open area near wall, and wet, dripping wall.",550,800,meters,5,55 N,,- 62,15 W,,"Liesner, Ronald",Julian Steyermark & Bruce Holst,20913,,5 - May,20,1986,,,,R0001028.JPG,NYBG 3196904,Macrolobium amplexans,77ce64b4-cf0a-481d-9e3d-34807feefbc0
16193046,Colombia,,,Caquata. Region de Araracuara. Quebrada el engano 2-5 km arriba desembocadura.,150,200,meters,,,,,,,"Restrepo, Diego",Anibal Matapi,492,,11 - November,19,1991,,,,R0001027.JPG,NYBG 3196903,Macrolobium angustifolium,78006335-248c-422e-8bd2-5089e42097c7
16193047,Panama,Missouri,UNKNOWN,"El Llano - Carti road, 10-12 km from junction with Inter-American Hwy.",410,,meters,,,,,,,"Mori, S.",J. Kallunki,2882,,10 - October,30,1974,,,,R0001026.JPG,NYBG 3196902,Macrolobium modicopetalum,78429441-e0ed-4f1b-8b09-035d36824214
16193049,Venezuela (Bolivarian Republic of),Bolivar,Heres,"A lo largo de un cañito. Planicies rocosas en la ribera nor-oriental (derecha) del río Aza medio, en el piedemonte septentrional del Cerro Zumbador.",350,,meters,06,19 N,,63,14 W,,"Huber, Otto",,10.247,10.247,3 - March,20,1985,,,,R0001025.JPG,NYBG 3196901,Macrolobium acrothamnos,786ba772-759a-4906-820a-4342794e5d38
16193050,Panama,Panama,,"El Llano-Carti Road, 10 km from Inter-American Hwy.",,,,,,,,,,"Mori, S.",J. Kallunki,2327,,10 - October,5,1974,,,,R0001024.JPG,NYBG 3196900,Macrolobium dressleri,7871805b-f464-47a1-a9ac-ef9e648ad78b
16193051,Costa Rica,,,R.N.F.S. Barra del Colorado. Llanura de Tortuguero. Puerto Lindo. A orillas de montanas primarias,200,,meters,10,41,30,- 83,39,00,"Araya, Flor",J. Corrales,802,,7 - July,24,1995,,,,R0001023.JPG,NYBG 3196899,Macrolobium herrerae,789ea5ec-5afb-4b79-8f6f-acf0a5149425
16193052,Costa Rica,Heredia,,"Along Quebrada Cantarrana, La Selva Protection Zone.",280,,meters,,,,,,,"Hartshorn, Gary S.",,2571,,5 - May,13,1983,,,,R0001021.JPG,NYBG 3196898,Macrolobium hartshornii,7882faed-92ff-4168-840d-080f942917ae
16193054,Costa Rica,Heredia,,,250,350,meters,10,34,10 N,84,02,50 W,"Hammel, Barry",,20702,,1 - January,19,1997,,,,R0001020.JPG,NYBG 3196897,Macrolobium costaricense,78a1a5eb-459c-47d1-85a8-b349073e5ea8
16193055,Panama,Veraguas,Santa Fé,Dsitrito de Santa Fé. Serrania de Tute.,1020,1450,meters,,,,,,,"Aranda, J.","C. Galdames, B. Araúz, S. González",2680,,7 - July,5,1996,,,,R0001019.JPG,NYBG 3196896,Macrolobium colombianum,78a25fb7-e5d1-476d-9a05-b5dfa536ef70
16193056,Viet Nam,Ha Giang,Bac Quang,Vinh Hao mun. In remnant of closed evergreen broad-leaved forests on shaly,57,,meters,22,17.4 N,4,104,53.11 E,11,Phan Ke Loc,"Nguyen Sinh Khang, Vu Xuan Manh, Pham Van The, To Van Thao",408,NY-HN 408,6 - June,6,2006,,,,R0001018.JPG,NYBG 3196895,Lysidice rhodostegia,78a1eebe-b896-4000-85ec-73361ed526aa
16193057,Madagascar,Toliara,,"c. 5 km north of Itampolo, near the base of the escarpment leading up to the Mahafaly Plateau. In spiny scrubland with Alluaudia montagnacii, A. comosa, Euphorbia stenoclada & E. oncoclada, on shallow white sand over a limestone outcrop. Also on the exposed limestone escarpment.",15,60,meters,- 24,38 S,,43,57 E,,"Du Puy, D. J.","B. P. Du Puy, J.-N. Labat & P. Phillipson",449,M449,2 - February,8,1990,,,,R0001017.JPG,NYBG 3196894,Lemuropisum edule,78a408ea-14b6-4f27-bd9e-4d5a9162f071
16193059,Cameroon,,Ndian,"North of field 70, Ndian Plantation.",50,,meters,5,02,,8,53,,"Thomas, D. W.",,4269,,1 - January,18,1985,,,,R0001016.JPG,NYBG 3196892,Leonardoxa africana,78b879fc-304e-42c8-a878-56aa9bae9b4c
16193060,Paraguay,Boquerón,,"Ruta Trans Chaco, 8 Km SE de Mcal. Estigarribia.",,,,,,,,,,"Schinini, Aurelio",Ramón Palacios,25778,,12 - December,15,1987,,,,R0001015.JPG,NYBG 3196891,Lophocarpinia aculeatifolia,78bb8dbe-e5f4-4345-8956-1c5af0700316
16193062,Guyana,Cuyuni-Mazaruni,,"Maipuri Falls, Karowrieng River.",570,600,meters,5,41,,60,14,,"Gillespie, L. J.",D. R. Smart,2821,,12 - December,20,1989,,,,R0000992.JPG,NYBG 3196890,Jacqueshuberia brevipes,7b029843-b321-403c-922b-7925514ac303
16193063,Gabon,Woleu-Ntem,,Ca. 25 km SW of Mintsic [Mitzic].,,,,0,44 N,,11,22 E,,"Reitsma, J. M.",B. Reitsma,2002,,3 - March,3,1986,,,,R0000993.JPG,NYBG 3196889,Hymenostegia pellegrinii,7af2221b-25b9-43e0-ab3d-5cc2f07f7997
16193064,Nigeria,Akwa Ibom,,Eket District,,,,,,,,,,"Talbot, P. A.",Mrs. P. A. Talbot,3141,,Not Shown,Not Shown,1912,Not shown,Not shown,1913,R0000995.JPG,NYBG 3196888,Hymenostegia talbotii,7ac6c7e7-623e-45ea-8bc8-d99e05b7a501
16193066,Peru,Loreto,Maynas,"Dtto. Iquitos. Carretera de Iquitos-Nauta, k 6.",130,,meters,,,,,,,"Rimachi Y., Manuel",,9050,,1 - January,25,1989,,,,R0000994.JPG,NYBG 3196887,Jacqueshuberia loretensis,7aab5e88-7ae9-453d-bf4f-75be18dc4cad
16193067,Gabon,Ogooué-Ivindo,,"Réserve de la Lopé, au sud d'Ayem; chantier SOFORGA.",200,,meters,- 0,25 S,,11,30 E,,"McPherson, Gordon",,13706,,3 - March,3,1989,,,,R0000998.JPG,NYBG 3196886,Tetraberlinia bifoliolata,7a682906-5a4f-4fa5-9296-f2e9993a3f5b
16193068,Philippines,Bicol,,,300,,feet,,,,,,,"Ramos, M.","Edaño, G",75204,,8 - August,24,1928,9 - September,Not shown,1928,R0001000.JPG,NYBG 3196885,Kingiodendron alternifolium,7a4df19c-08a0-42ad-8907-120723807996
16193069,Papua New Guinea,Milne Bay,,Melanesia. Siwai. New Britain (New Pommern). Solomon Islands Bougainville.,,,,,,,,,,"Waterhouse, J. H. L.",,172,,12 - December,Not Shown,1932,,,,R0001001.JPG,NYBG 3196884,Prioria micrantha,7a43b05c-de56-47d4-8a66-a7d2319d6a7c
16193070,Fiji,Eastern,,Ovalau: Valley of Mbureta and Lovoni Rivers.,20,50,meters,,,,,,,"Smith, A. C.",,7549,7549,5 - May,14,1953,6 - June,2,1953,R0001002.JPG,NYBG 3196883,Kingiodendron platycarpum,7a3216dc-6b40-4a57-b58e-eb7c3b1f9905
16193072,Malaysia,Selangor,,"Bukit Lanjan, IM.R. Study Centre.",250,,meters,,,,,,,"van Balgooy, M.",,2261,,2 - February,9,1975,,,,R0001003.JPG,NYBG 3196882,Koompassia malaccensis,79dac673-33b3-488f-943c-7a2a9468436c
16193073,Gabon,Woleu-Ntem,,"Oveng. Primary rainforest, ca. 25 km WSW of Mintsic.",,,,0,44,,11,22,,"Reitsma, J. M.",B. Reitsma & Mezui,2557,,11 - November,7,1986,,,,R0001004.JPG,NYBG 3196881,Julbernardia hochreutineri,79cf26a6-1edb-4ec2-addb-606b33e9366d
16193074,Indonesia,Jawa Barat,Bogor,"Cultivated in the Botanic Gardens Buitenzorg,-Java. Native in: Borneo.",,,,,,,,,,"De Wit, H. C. D.",,58,I.i. 58a,5 - May,30,1941,,,,R0001005.JPG,NYBG 3196880,Koompassia excelsa,79bef51b-4924-4078-95cb-3a776d091d89
16193075,Indonesia,,,Archipel. Ind.: Nw. Guinea; Manokwari; Warnapi.,50,,meters,,,,,,,"Kostermans, A.",,492,492. (bb.33.641),9 - September,30,1948,,,,R0001006.JPG,NYBG 3196879,Koompassia grandiflora,793983c8-8446-45ef-9e63-ea43795e9961
16193077,Gabon,Woleu-Ntem,,"Rocky outcrop in forest, without trees; ca. 25 km. NW of Oveng. 0 45 N x 11 12 E",,,,0,45,,11,12,,"Reitsma, J. M.",B. Reitsma,3003,,2 - February,11,1987,,,,R0001007.JPG,NYBG 3196878,Julbernardia letouzeyi,79372c36-00c9-48e0-84be-5d7485bb784f
16193078,Australia,Western Australia,,"80 km SE of Ravensthorpe. Munglinup River, Munglinup. Track to golf course on N side of Highway, western side of the river crossing.",,,,33,42,22 S,120,51,48 E,"Archer, B.",,905,,11 - November,23,1997,,,,R0001008.JPG,NYBG 3196877,Labichea lanceolata,79356cef-cda3-46e8-857a-91f9a266cf1e
16193079,Australia,Western Australia,,"South West Division. Yarloop, between Bunbury and Pinjarra.",,,,,,,,,,"Eichler, H.J.",,16146,,9 - September,3,1959,,,,R0001010.JPG,NYBG 3196876,Labichea punctata,7913289d-cd6e-4117-8ec0-1eed42014129
16193080,Gabon,Ogooué-Lolo,,34 km S.E. of Bambidie. In forest.,300,,meters,- 0,55.9 S,36,13,12.6 E,54,"Breteler, F. J.",T. Nzabi & J. J. Wieringa,13285,,10 - October,14,1994,,,,R0001011.JPG,NYBG 3196872,Julbernardia pellegriniana,78ef5f1d-a088-47b0-93fa-de5b4ebe5209
16193081,Cameroon,Southwest,,Southwest Province: Secondary forest at Bolo Village on Kumba Mamfe road.,300,,meters,4,52,,9,27,,"Thomas, D. W.",,5713,,3 - March,Not Shown,1986,,,,R0001012.JPG,NYBG 3196871,Julbernardia seretii,78e9ca79-1d24-40bb-bd17-cb348898eeac
16193083,Equatorial Guinea,Litoral,Mbini,"Bata-Mbini: Estrada km 24 en el poblado de Anguok, en dirección a la antigua explotación forestal de Exfosa.",,,,,,,,,,Carvalho,,6366,,6 - June,24,1997,,,,R0001013.JPG,NYBG 3196870,Librevillea klainei,78d9ddbf-e1a1-43f9-ba48-d75ece40fcea
16193084,Liberia,,,(Near Firestone Plantations) along Dukwai R.,,,,,,,,,,"Cooper, G. P.",,461,,Not Shown,Not Shown,1929,,,,R0001014.JPG,NYBG 3196869,Loesenera kalantha,78d2e933-1245-4cf1-a8de-fdccdbc33992
16193085,Malawi,,Mzimba,"Mzimba District, 7½ m SW Chikangawa.",5350,,feet,,,,,,,"Phillips, Eleanor",,4347,,12 - December,4,1978,,,,R0000990.JPG,NYBG 3196868,Isoberlinia tomentosa,7c01880d-5d45-4581-bbcf-f08e619e8b1c
16193086,Gabon,Estuaire,,Secondary vegetation between Ntoum and Donguila,,,,0,15,,9,47,,"Reitsma, J. M.",B. Reitsma,2277,,5 - May,20,1986,,,,R0000989.JPG,NYBG 3196867,Hymenostegia ngounyensis,7c089610-1593-45b1-8daa-37bce90d7d7f
16193088,Malawi,,,"Nyasaland. Nehisi Mountain, Kota-kota District",1400,,meters,,,,,,,"Brass, L. J.",,17098,,8 - August,1,1946,,,,R0000988.JPG,NYBG 3196866,Julbernardia paniculata,7c0ed9b1-7ca2-49c0-80ac-fa6d23949ed6
16193089,Congo (Democratic Republic of the),Katanga,,Kakenge,,,,,,,,,,Gillardin,,293,,11 - November,Not Shown,1937,,,,R0000985.JPG,NYBG 3196864,Hymenostegia mundungu,739c2bb6-9dd0-4726-b299-534f8b9c18af
16193090,Central African Republic,,,Park Manovo-Gounda-St. Floris. Vicinity of Camp Koumbala.,600,,meters,08,29 N,,21,12 E,,"Fay, J. M.",,8015,,5 - May,25,1987,,,,R0000984.JPG,NYBG 3196863,Isoberlinia doka,73a6697d-44fe-45a5-9c4d-13090c7d4829
16193091,Malawi,Central Region,Kasungu,Chimaliro Forest Reserve. Brachystegia/Julbernardia woodland.,,,,,,,,,,"Banda, E. A. K.",K. Kaunda,3689,,12 - December,15,1989,,,,R0000983.JPG,NYBG 3196862,Isoberlinia angolensis,73d0c7e8-8dbb-477d-9030-e28b156e841c
16193093,Congo (Democratic Republic of the),Kongo Central,,Matadi.,,,,,,,,,,Dacremont,,328,,11 - November,20,1932,,,,R0000982.JPG,NYBG 3196861,Hymenostegia laxiflora,741f6644-e0e6-4107-a15b-c8c479cd986b
16193094,Gabon,,,Ca. 50 km. SW of Doussala.,,,,2,33 S,,10,32 E,,"Reitsma, J. M.",B. Reitsma & C. Wilks,3289,,4 - April,16,1987,,,,R0000981.JPG,NYBG 3196860,Hymenostegia klainei,742bab04-194d-4a90-b2fb-ec773f78f64c
16193095,Cameroon,Southwest,,"Korup National Park, Science Camp near P transect, tree above the kitchen.",100,,meters,5,01 N,,8,48 E,,"van der Burgt, X. M.",,598,,3 - March,11,2000,,,,R0000980.JPG,NYBG 3196859,Hymenostegia floribunda,742c9821-c56e-4191-b950-642bbfcbdd50
16193096,Malaysia,Selangor,,Malaya. Bukitt Lanjang [Bukit Lagong] Forest Reserve Selangor.,,,,,,,,,,"Lee, David W.",,1,,11 - November,12,1974,,,,R0000979.JPG,NYBG 3196858,Intsia palembanica,744cbdf6-a424-4d7c-90f1-ead7cbeccd88
16193098,Cameroon,,,"""Korup National Park, P transect, plot 25U.""",100,,meters,5.00 N,,,8.47 E,,,"van der Burgt, X. M.",,587,,1 - January,28,2000,,,,R0000977.JPG,NYBG 3196857,Hymenostegia bakeriana,74673e00-442e-4ff6-b6b8-246ff88f9ad2
16193099,Congo (Democratic Republic of the),,,Congo Belgica. Entre Banzyville et Yakoma.,,,,,,,,,,"Lebrun, Jean",,2218,,2 - February,Not Shown,1931,,,,R0000976.JPG,NYBG 3196856,Intsia africana,747471c4-db8b-4fd0-942f-b455a7657f09
16193100,Ghana,Ashanti,,Sekyere. Bobiri Forest Reserve. Moist semi-deciduous forest with many lianas. Humus of topsoil up to 20 cm. deep. Avg. of 1500 mm/y rain.,,,,6,38,,- 1,17,,"Kisseadoo, S.",,37,37,11 - November,20,1988,,,,R0000975.JPG,NYBG 3196855,Hymenostegia afzelii,74848846-78f6-4be8-a2a2-5890216d6fff
16193101,Madagascar,,Manahoro,Préfecture: Mahanoro. S.P.: Masomeloka. Fok: Ambalavontaka. Forêt littoral sur sable de Antaimby à 2.5 km au Sud du village Amalavontaka. EPE 4.,10,,meters,- 20,22,58 S,048,33,14 E,"Ludovic, Reza",D. Rabehevitra & L. D. Emilien,559,,2 - February,13,2004,,,,R0000974.JPG,NYBG 3196854,Hymenaea verrucosa,74c9b8a1-ed3a-4b89-8936-d596e352127d
16193103,Bolivia (Plurinational State of),Santa Cruz,,"Ciudad de Santa Cruz (zona Sur, Colegio Betestha, 4to. anillo).",400,,meters,-17,48,S,63,12,W,"Mostacedo, B.",,2519,,11 - November,11,1994,,,,R0000969.JPG,NYBG 3196853,Hymenaea parvifolia,73d04ab6-fa29-463c-bdbd-a6d2bdf69d02
16193104,El Salvador,La Libertad,,Close to the road running north and east from Teotepique towards San Salvador about 5km north of the village of Teotepique in coastals hills about 20km inland from the Pacific coast.,740,,meters,13,35 N,,89,31 W,,"Hughes, C. E.",G. P. Lewis,1252,,2 - February,20,1989,,,,R0000963.JPG,NYBG 3196851,Hymenaea courbaril,72f2eae5-6881-4699-af3a-5cca59a50179
16193105,Mexico,Oaxaca,Tehuantepec,"Distrito: Tehuantepec. Municipio: San Pedro Huamelula. Mascalco, N de la laguna, 2.5 km S de la carretera costera.",0,,meters,15,52,20 N,- 95,52,23 W,"Salas M., Silvia H.",J. Rivera H. & M. Elorza C.,1963,,2 - February,24,1999,,,,R0000938.JPG,NYBG 3196850,Heteroflorum sclerocarpum,70b464da-5d14-4588-a9f4-753ad07bcf4e
16193106,Guyana,Potaro-Siparuni,,"Mahdia, Mahdia River, ""Red Hole"" Mining Camp, Essequibo.",,,,05,16 N,,59,05 W,,"Chanderbali, A.",136,136,,7 - July,22,1995,,,,R0000944.JPG,NYBG 3196849,Heterostemon otophorus,7067b38a-7efc-4e07-86b5-962f739c6be8
16193108,Mexico,Puebla,,Tehuacám area. Along Tehuacán-Orizaba highway just above Azumbilla.,1500,1800,meters,,,,,,,"Smith, C. E. (Jr.)",F. A. Peterson & Narcisso Tejeda,3942,,7 - July,18,1961,,,,R0000947.JPG,NYBG 3196848,Hoffmannseggia humilis,70541aaf-55db-4500-8018-129727be35ba
16193109,Mexico,Baja California,3 Miles South of Puerticitos,About 3 miles S of Puerticitos,,,,,,,,,,"Powerll, A. M.",B. L. Turner,1748,,3 - March,23,1970,Not shown,Not shown,Not shown,R0000948.JPG,NYBG 3196847,Hoffmannseggia peninsularis,7006b038-873c-424e-bbe8-c5f9cbe3c3b2
16193110,Cameroon,South,,______ on the recently reconstructed road from Ebolowa to Minkok,,,,2,58 N,,11,17 E,,"de Wilde, J. J. F. E.",,8214,,4 - April,30,1975,,,,R0000961.JPG,NYBG 3196846,Hylodendron gabunense,72e3b2c6-9b44-4be6-8f76-6ecd689d9b30
16193111,Sri Lanka,Western,Kalutara,"Circa Mandagala, distr. Halutera, in residuis silvanis ad rivum",100,,meters,,,,,,,"Bernardi, L.",,15729,,12 - December,4,1975,,,,R0000960.JPG,NYBG 3196845,Humboldtia laurifolia,72d5a941-5427-4bad-8ddc-e88e070d28db
16193113,Peru,Arequipa,Camana,"Panamerican highway, 18.7 km NNW of Cerrillos. Roadsides.",610,,meters,16,34.02 S,,72,37.603 W,,"Simpson, B. B.",,1,21-II-00-1,2 - February,21,2000,,,,R0000959.JPG,NYBG 3196844,Hoffmannseggia miranda,727ccff4-5320-4ab4-9667-bee049de3704
16193114,South Africa,,,Near Howick.,1050,1050,meters,,,,,,,"Wood, J. Medley",,8361,,11 - November,21,1901,,,,R0000958.JPG,NYBG 3196843,Hoffmannseggia sandersonii,7227b1fc-2856-468c-8ec8-b98644095578
16193115,Argentina,Salta,Los Andes,"Rt. 40, 22 km N of San Antonio de los Cobres.",3610,,meters,24,2.895 S,,66,16.456 W,,"Simpson, B. B.",,3-II-00-2,3-II-00-2,2 - February,3,2000,,,,R0000957.JPG,NYBG 3196842,Hoffmannseggia minor,720eb616-826c-4788-81cf-7dd08fb62247
16193116,Argentina,Salta,Cachi,12 km W of Piedra de Molina; abundant in hard-packed shale or flacking rock.,3280,,meters,- 25,13.866,,- 65,55.805,,"Simpson, B. B.",,1,30-I-00-1,1 - January,30,2000,,,,R0000956.JPG,NYBG 3196841,Hoffmannseggia yaviensis,71ededfb-1f33-40c0-a553-192bdf216d27
16193117,Chile,Region I de Tarapacá,Arica,"Rt. 11, 40 km E of Poconchile.",2100,,meters,18,27.763 S,,69,47.971 W,,"Simpson, B. B.",,,15-II-00-1,2 - February,15,2000,,,,R0000955.JPG,NYBG 3196840,Hoffmannseggia viscosa,71ce2e03-5a74-4054-b7ff-c011dc6988ff
16193119,Argentina,Salta,Los Andes,ca 5 km al S de la mina de Sijes. Arenales,3850,,meters,,,,,,,"Charpin, A.",L. Novara,20791,A C 20791,12 - December,3,1986,,,,R0000953.JPG,NYBG 3196839,Hoffmannseggia eremophila,71bbeb37-7f05-4ff0-b331-68bb940bc440
16193120,Peru,Moquegua,Ilo,Km 1130 Panam. Sur,1300,,meters,,,,,,,"Philippi, F.",,2159,,3 - March,25,1998,,,,R0000954.JPG,NYBG 3196838,Hoffmannseggia ternata,719f07b4-f13b-4a83-b0dc-78f30a3a5685
16193121,Chile,Antofagasta,El Loa,"Antofagasta, Region II. 12 km W of Socaire, Rt. 23. In open sandy area.",2900,,meters,- 23,33.131 S,,- 67,56.351 W,,"Simpson, B. B.",,2,12-II-00-2,2 - February,12,2000,,,,R0000950.JPG,NYBG 3196837,Hoffmannseggia doelli,711ae1a9-5e33-4aa8-91bf-8866d2bffc55
16193122,Mexico,Nuevo León,Galeana,In pinyon forest 4 miles north of Pablillo,,,,,,,,,,"Correll, D. S.",I. M. Johnston,19916,,7 - July,21,1958,Not shown,Not shown,Not shown,R0000949.JPG,NYBG 3196836,Hoffmannseggia watsonii,70ffa7bc-d69b-45e4-ac48-f94ed4123791
16193123,Mexico,Sonora,,"Arroyo Santa Ana at SON. 12 [Tepoca-Cd. Obregon highway], 2.3 km southwest of the turnoff to La Quema, 8.5 km (by air) west of Guadalupe Tayopa.",510,,meters,28,21,06 N,109,15,42 W,"Reina G., A. L.","T. R. Van Devender, M. E. Fishbein, G. M. Ferguson",855,98-855,8 - August,14,1998,,,,R0000936.JPG,NYBG 3196835,Haematoxylum brasiletto,70e752da-6e11-4ebd-9a69-c1aec9c07c57
16193125,China,Jiangxi,,"Kiangsi. Hualingshan, Kaoan; in open farm yard",240,,meters,,,,,,,"Tsiang, Y.",,10402,,8 - August,1,1932,,,,R0000934.JPG,NYBG 3196834,Gymnocladus chinensis,95a4c204-73d4-4980-9289-f3383639f28f
16193126,Liberia,,Tchien,"Cess River, near Bahtown.",,,,,,,,,,"Baldwin, Jr., J. T.",,9024,,8 - August,12,1947,,,,R0000930.JPG,NYBG 3196833,Griffonia simplicifolia,9613d56a-ec90-4a0b-b886-199de3434bc9
16193127,Equatorial Guinea,Littoral,,"Bata-Pembe: Pradera de Eyang-Mbaha, Estrada kms. 25-26. Bosque primario con arboles grandes y pequenos.",,,,,,,,,,Carvalho,,4831,,9 - September,24,1991,,,,R0000928.JPG,NYBG 3196832,Griffonia physocarpa,965a6ee4-6352-408b-944d-eb02373a5196
16193129,Gabon,,,"Chantier, Rougier, Oveng. Primary rainforest, ca. 40 km W of Mintsic.",,,,0,42 N,,11,18 E,,"Reitsma, J. M.",B. Reitsma & Meuzi,2595,,11 - November,10,1986,,,,R0000927.JPG,NYBG 3196831,Gossweilerodendron joveri,969ac3b3-bb3d-4053-8305-eaf5c4221682
16193130,Namibia,Kavango-East Region,,20 kilometers south of Rundu.,,,,,,,,,,"Rodin, Robert J.",,9156,,3 - March,24,1973,Not shown,Not shown,Not shown,R0000926.JPG,NYBG 3196830,Guibourtia coleosperma,969ece0e-d051-44a8-9e65-e5d424048c95
16193131,Argentina,Mendoza,Las Heras,"Rt. 52, 61.2 km from Mendoza on the road from Mendoza to Uspallata. Rocky soil, pre-puna.",2660,,meters,- 32,29.578 S,,- 69,03.853 W,,"Simpson, B. B.",,2,18-I-00-2,1 - January,18,2000,,,,R0000952.JPG,NYBG 3196829,Hoffmannseggia erecta,7157dde9-2be0-4230-be33-15f474fde32b
16193132,Peru,Tacna,Tacna,"29-32 km WNW of Tacna on Pan-Americana Hwy. (Pampa de Sama), KM 1241-1247. Dru sandy roadsides",550,630,meters,,,,,,,"Dillon, M. O.","A. Sagastegui, & J. Santisteban",4777,,11 - November,14,1986,,,,R0000951.JPG,NYBG 3196828,Hoffmannseggia prostrata,713198a4-6dfa-4662-8478-c29181a5b676
16193134,Congo (Democratic Republic of the),Tshopo,,"Yangambi, Tshopo District.",470,,meters,,,,,,,"Louis, Jean",,8042,,2 - February,24,1938,,,,R0000925.JPG,NYBG 3196827,Gossweilerodendron balsamiferum,96a23cc2-33d1-45bf-84d6-d4ade211c9ba
16193135,Bolivia (Plurinational State of),Santa Cruz,,,420,,meters,-16,41 S,46,- 61,46 E,41 O,"Louman, B.",A. Olivera,8706,,7 - July,24,1987,,,,R0000924.JPG,NYBG 3196826,Guibourtia hymenaefolia,96c1c951-dfd2-47a4-a2a3-b9d85b389ca6
16193136,China,Hainan,,Tai Tin Shan (Ch'ang-kiang District).,,,meters,,,,,,,"Lau, S. K.","Merrill, E.D.",1272,,3 - March,7,1933,,,,R0000922.JPG,NYBG 3196825,Gleditsia australis,97302136-724f-4fba-b9dd-7fdeadf887db
16193137,Japan,Miyagi,,"N. Honshu. Natori-gun, Akyo-machi Nanatsumori.",,,,,,,,,,"Otomo, K.",M. Yashima,,,6 - June,29,1974,,,,R0000921.JPG,NYBG 3196824,Gleditsia japonica,97313cde-2967-48a7-a985-afc4329e2362
